searchTerms,synonyms,type,uniqueId
koolvis,koolvisfilet,one-way,1316_1611580148235
choco,"chocomelk;chocolade;CHOCOLADEMELK;chocomel;chocopasta;chocoladepasta;chocopops",one-way,"1316e666a9d149698adb82d7ddd1c96f"
,ossenhaas;ossehaas,multi-way,1317_1611580148235
87341638,87341676,one-way,1318_1611580148235
varkenshaasmedaillons,"varkenshaas medaillons",one-way,1319_1611580148235
87341690,87341669,one-way,1320_1611580148235
vanilleroomijs,"vanille ijs;vanille schepijs;ijsboerke soja vanille;soja ijs vanille;australian vanilla;cobana vanille;vanille meesterwerkje",one-way,1321_1611580148235
8716200206372,5410438039216,one-way,1322_1611580148235
rozijnenbrood,rozijnenwegge,one-way,1323_1611580148235
,pureersoep;pureersoepen,multi-way,1324_1611580148235
rucolamelange,"rucola melange",one-way,1325_1611580148235
8723400768807,8723400780915,one-way,1326_1611580148235
,tonno;tonijn;tuna,multi-way,1327_1611580148235
soeppakket,"erwtensoeppakket;Uiensoep Pakket;Pompoensoep Pakket;Tomatensoep Pakket;Groentesoep Pakket;Erwtensoep pakket",one-way,1328_1611580148235
garneeramandelen,"garneer amandelen",one-way,1329_1611580148235
"60 liter","60L;60 L",one-way,132_1611580148234
"eat naturel","eat natural",one-way,1330_1611580148235
,"Patatbak;patatbakjes;frietbakje",multi-way,1331_1611580148235
8718452074525,8718452260065,one-way,1332_1611580148235
8711715883858,8718452273614,one-way,1333_1611580148235
,"men+care;men + care",multi-way,1334_1611580148235
,"lekker&anders;lekker & anders",multi-way,1335_1611580148235
komkommersalade,"rauwkost komkommer",one-way,1336_1611580148235
"pepernoten bakken","Knapperige kruidnoten;Kleurige kruidnootjes",one-way,1337_1611580148235
,"ijsfeest;vienetta;vianetta;viennetta;viannetta",multi-way,1338_1611580148235
"kip shoarma","kalkoendijshoarma;dijshoarma",one-way,1339_1611580148235
celery,bleekselderij,one-way,133_1611580148234
volkoren,"integrali;whole wheat",one-way,1340_1611580148235
"verse grillworst",grillworst,one-way,1341_1611580148235
,"bonbon block;bon bon bloc;bon bonblock;jumbo praline;BonBonBloc;bon bon bloc;bon bon block",multi-way,1342_1611580148235
,"chocoladetaartje;chocolade taart;chocoladetaart",multi-way,1343_1611580148235
"half volle",halfvolle,one-way,1344_1611580148235
"jumbo bon bon bloc","jumbo praliné",one-way,1345_1611580148235
wontini,"wontini's",one-way,1346_1611580148235
,"ciderazijn;appelazijn;appelcider azijn;appel cider azijn;appelciderazijn;appel azijn",multi-way,1347_1611580148235
8410830010063,8718781600754,one-way,1348_1611580148235
"baby drinksappen",diksap,one-way,1349_1611580148235
"gevulde eieren","gevulde scharreleieren",one-way,134_1611580148234
8718452092178,8718452223336,one-way,1350_1611580148235
kruidnagels,kruidnagel,one-way,1351_1611580148235
,"tomaten kaviaar;tomatenkaviaar",multi-way,1352_1611580148235
8718452065721,8718452235209,one-way,1353_1611580148235
"runder carpacio",carpaccio,one-way,1354_1611580148235
8718452065691,8718452241552,one-way,1355_1611580148235
kipfilets,"kip filet",one-way,1356_1611580148235
,"lactosevrij;lactose vrij;lactose vrije;lactosevrije;lactofree;Geschikt bij lactoseintolerantie;lactosefree;lactose free",multi-way,1357_1611580148235
,"lentebok;lentebock;lente bok;lente bock;lentebok bier;lentebock bier;lente bockbier;lente bokbier;lentebier",multi-way,1358_1611580148235
knoppers,"knuspi;Choco Wafel Melk en Hazelnoot;pennywafels;frou frou;penny wafel;pennywafel;penny wafels",one-way,1359_1611580148235
,"truffel aardappel;truffelaardappelen;truffelaardappel",multi-way,135_1611580148234
8718452097364,8718452237470,one-way,1360_1611580148235
"runderroast met kruidenrub en rode wijnsaus","runder roast",one-way,1361_1611580148235
halal,"wahid;mekkafood;lekker&anders",one-way,1362_1611580148235
,"tomatensoeppakket;tomaten soeppakket;tomatensoep pakket",multi-way,1363_1611580148235
8711715869746,8718452251827,one-way,1364_1611580148235
"vegetarisch gourmet","Gourmetschotel 450g;Chèf Gourmet Special Vegetarische Burgers en Fingers 140g;Chèf Gourmet Frietjes van Spinazie en Wortel 180g;Chèf Gourmet Special Pannenkoekjes 10 Stuks 150g;Courgette Blokjes 150g;Kastanje Champignons 150g",one-way,1365_1611580148235
vegetarisch,"vivera;goodbite;quorn;valess",one-way,1366_1611580148235
,"de ruijter;de ruyter;ruyter;ruijter",multi-way,"13675d48493846b08158e6b0f1b80b55"
,"runderrollade;runder rollade;runder braadrollade;Runder Braadrollade;runderbraadrollade",multi-way,1367_1611580148235
8718449005662,8718452225866,one-way,1368_1611580148235
8712000033057,8712000033064,one-way,1369_1611580148235
"rauwkost salade",rauwkost,one-way,1370_1611580148235
,spinach;spinazie;spinaci,multi-way,1371_1611580148235
"soep pakket","erwtensoeppakket;Uiensoep Pakket;Pompoensoep Pakket;Tomatensoep Pakket;Groentesoep Pakket;Erwtensoep pakket",one-way,1372_1611580148235
havermeel,"havermoutmeel;havervlokken;havermout meel",one-way,1373_1611580148235
,"pastagehakt;pasta gehakt;rundergehakt pasta;gemengd gehakt pasta",multi-way,1374_1611580148235
,"runderragout;ragout rundvlees;ragout rund",multi-way,1375_1611580148235
8718449027978,8718452247677,one-way,1376_1611580148235
8718449018198,8718452273621,one-way,1377_1611580148235
,"ben en jerry;ben en jerry ijs;ben & jerry's;ben jerry;ben & jerry;ben en kerry;ben &amp; jerry&apos;s;ben&jerry",multi-way,1378_1611580148235
nasipakket,"nasi pakket",one-way,1379_1611580148235
,bloemen;boeket;boeketten,multi-way,137_1611580148234
"rob geus",XG2,one-way,1380_1611580148235
,nougat;noga,multi-way,1381_1611580148235
"roma tomaten",tomaten,one-way,1382_1611580148235
"zachte port","tawny;polderport;colheita",one-way,1383_1611580148235
paprikachips,"paprika chips;chips paprika",one-way,1384_1611580148235
8718452065714,8718452241545,one-way,1385_1611580148235
"mini pasteitjes","Ovenheerlijke Mini Pasteibakjes",one-way,1386_1611580148235
Kerstijs,"winter topper stracciatella ijstaart;winter topper vrolijke ijsmannetjes;winter topper sterren ijsjes",one-way,1387_1611580148235
8718452111510,8718452220281,one-way,1388_1611580148235
"vers geperst sinaasappelsap","jumbo fruitsap sinaasappel",one-way,1389_1611580148235
,"tarwebollen;bruine bollen;bruine bolletjes;tarwe bolletjes;tarwebolletjes;tarwe bollen;bruine broodjes",multi-way,138_1611580148234
5414359932526,5414359932724,one-way,1390_1611580148235
"heineken doos",heineken,one-way,1391_1611580148235
"bladerdeeg hapjes","geitenkaasjes in bladerdeeg",one-way,1392_1611580148235
5414359932502,5414359932700,one-way,1393_1611580148235
"mini knakworst","cocktailworstjes;Party Knaks;Mini Hotdogs;bierbommetjes;borrelknaks",one-way,1394_1611580148235
5414359932519,5414359932717,one-way,1396_1611580148235
"gepasteuriseerd ei","Free Range Egg White",one-way,1397_1611580148235
spekjes,"spek;spekken;spekreepjes;spekblokjes",one-way,1398_1611580148235
,"blok kaas;kaas blok;stuk kaas",multi-way,1399_1611580148235
,"herfstbok;herfstbock;herfst bok;herfst bock;herfstbok bier;herfstbock bier;herfst bockbier;herfst bokbier",multi-way,139_1611580148234
fruitsnack,fruitreepje;granenreepje,one-way,13_1611580148234
Desperados,Desperado,one-way,"13daeecaaa524788b6c78cff6dc7474d"
7622200008018,7622210693266,one-way,1400_1611580148235
kerstkaart,kerstkaarten,one-way,1401_1611580148235
lentevla,"seizoensvla lente",one-way,1402_1611580148235
,"hearing aid batteries;batterij gehoor;batterijen gehoorapparaat;gehoor batterije;gehoor batterijen;gehoorbatterijen",multi-way,1403_1611580148235
"vega gourmet","Gourmetschotel 450g;Chèf Gourmet Special Vegetarische Burgers en Fingers 140g;Chèf Gourmet Frietjes van Spinazie en Wortel 180g;Chèf Gourmet Special Pannenkoekjes 10 Stuks 150g;Courgette Blokjes 150g;Kastanje Champignons 150g",one-way,1404_1611580148235
"spa rood","jumbo mineraalwater met koolzuur;jumbo mineraal water met koolzuur",one-way,1405_1611580148235
laxeer,"roosvicee laxo",one-way,1406_1611580148235
knijpfruit,naturnes,one-way,1407_1611580148235
"spa blauw","spa reine;jumbo mineraalwater zonder koolzuur;spa reine;jumbo mineraal water zonder koolzuur",one-way,1408_1611580148235
gemberkoekpoppetjes,"gemberkoek poppetjes",one-way,1409_1611580148235
87120530,8712000029777,one-way,140_1611580148234
multireiniger,"glas & multi",one-way,1410_1611580148235
"knijp fruit",naturnes,one-way,1411_1611580148235
,"Garnalen Spiesjes;Garnalenspiesjes;Garnalen Spies;GarnalenSpies;gambaspies",multi-way,1412_1611580148235
kipschotel,"dagschotel bloemkool-;dagschotel paprika-",one-way,1413_1611580148235
pindarots,pindarotsjes,one-way,1414_1611580148235
,"strawberry;aardbei;aardbeien;strawberries",multi-way,1415_1611580148235
"eigen merk",jumbo,one-way,1416_1611580148235
"american red cups bekers","party cup",one-way,1417_1611580148235
eiwitpoeder,"eiwit dieet;whey",one-way,1418_1611580148235
croissantjes,Croissant,one-way,1419_1611580148235
,"antaflu;anta flu;anti flu;antiflu",multi-way,1420_1611580148235
,"satekroket;satekroketten;saté kroketten;kipsaté kroket",multi-way,1421_1611580148235
,"salmiak lolly;salmiaklollys;Salmiak Knotsen",multi-way,1422_1611580148235
5000204925777,5000204007534,one-way,1423_1611580148235
,"vastkokende aardappel;aardappels vastkokend;aardappel vastkokend;aardappelen vastkokend",multi-way,1424_1611580148235
varkenspoot,varkenspootje,one-way,1425_1611580148235
kipdij,kipdijfilet;kipdijlapjes,one-way,1426_1611580148235
,"brocolirijst;brocoli rijst;broccolirijst;broccoli rijst",multi-way,1427_1611580148235
zeevruchten,zeevruchtencocktail,one-way,1428_1611580148235
"knoflook saus",knoflooksaus,one-way,1429_1611580148235
8720100989525,8718452225729,one-way,142_1611580148234
Ananaskaas,"roomkaas ananas",one-way,1430_1611580148235
slurpfruit,naturnes,one-way,1431_1611580148235
"fruitige port","port ruby;port rosé",one-way,1432_1611580148235
,"amuse hapjes;amuse hapje;amusehapjes;amusehapje",multi-way,1433_1611580148235
knijpzak,naturnes,one-way,1434_1611580148235
,boomstam;boomstammetje,multi-way,1435_1611580148235
,"sla met bloemen;eetbare bloemen;slamix met eetbare bloemetjes",multi-way,1436_1611580148235
8718449081734,8718452244539,one-way,1437_1611580148235
fruithapje,naturnes,one-way,1438_1611580148235
okselspray,"fa deodorant;bodyspray",one-way,1439_1611580148235
vegetarische,"dagje geen vlees",one-way,143_1611580148234
,"kwartelei;kwartel eitjes;kwartel ei;kwarteleieren;kwartel eieren;kwarteleitjes;kwartel scharrel eieren",multi-way,1440_1611580148235
8710866074955,8719497291502,one-way,1441_1611580148235
"balsamico creme","crema di balsamico;balsamico azijn",one-way,1442_1611580148235
parfum,"parfum deodorant",one-way,1443_1611580148235
,"granaatappelpitjes;granaatappel pitjes",multi-way,1444_1611580148235
8711715884305,8718452245437,one-way,1445_1611580148235
,"nassigroente;nasi groente;nasi pakket;chinese roerbakmix;thaise roerbakmix",multi-way,1446_1611580148235
,"aspergesoep;asperges soep;asperge soep;Knorr Asperge Crèmesoep 2 x 54g;Thuis uit Eten Asperge & Zalmsoep 570ml;Cup-a-Soup Asperge 3 x 15g;Honig Inspiratie Limburgse Asperge-crèmesoep 120g",multi-way,1447_1611580148235
,"kastanjepuree;kastanje puree",multi-way,1448_1611580148235
,"handpeer;handperen;hand peer;handperen;conference",multi-way,1449_1611580148235
"volkoren broodjes","volkoren bolletjes",one-way,144_1611580148234
8711715884367,8718452258437,one-way,1450_1611580148235
,"braadworst;bratwurst;braadworsten",multi-way,1451_1611580148235
8718449052475,8718452258444,one-way,1452_1611580148235
"slagroom spuitbus","Slagroom 250g;Slagroom Deluxe 250g;Campina Slagroom Royale 225g;Room Light 250g;MinusL Lactosevrije Spuitslagroom 250g;Hollandia Slagroom met Suiker 700ml;Campina Echte Slagroom 250g;Campina d'Light 250g;Campina Topping 250g",one-way,1453_1611580148235
8718449059740,8718452245420,one-way,1454_1611580148235
8718452206834,8711715873453,one-way,1455_1611580148235
,"neusspray;neusspray kopen;neusverkoudheid;verkoudheidsvirus;verstopte neus",multi-way,1456_1611580148235
,"sugarfree;suikervrij;suikervrije;zonder suiker",multi-way,1457_1611580148235
8712000033095,8712000033088,one-way,1458_1611580148235
,"biologisch;biologische;bio",multi-way,1459_1611580148235
,"bockbier;bokbier;bok bier;bock bier",multi-way,145_1611580148234
,cajunkruiden;cajun,multi-way,1460_1611580148235
hoekjes,hoekje,one-way,1462_1611580148235
tijgerbruin,"tarwe tijger;tijger tarwe;tijger volkoren",one-way,1463_1611580148235
wortelwrap,"wortel tortilla",one-way,1464_1611580148235
5411188110248,5411188122128,one-way,1465_1611580148235
passion,"Passoa;sabor dulce passion",one-way,1466_1611580148235
boterletter,"roomboter amandel letter",one-way,1467_1611580148235
,"cocktail saus;whiskey cocktail;cocktailsaus;whisky cocktail;cocktail schots;cocktail dipsaus;cocktail tafelsaus;cocktail met scotch;whiskeysaus;wiskysaus;whiskysaus;wiskeysaus",multi-way,1468_1611580148235
hoestdrank,"bisolvon;dampo kindersiroop;hoestspray;hoest siroop;hoestsiroop;bisolbruis",one-way,1469_1611580148235
"spaghetti saus",pastasaus,one-way,146_1611580148234
,"mondkapje;mondkapjes;mondkap;mondmasker;masker",multi-way,1470_1611580148235
,"goudrenet;goudrenetten;goudreinet;goudreinetten;goudreinette",multi-way,1471_1611580148235
8711900023366,8712800145257,one-way,1472_1611580148235
,"Otrivin Zoutoplossing Neusspray Vanaf 0 Jaar;baby verkouden;kind verkouden",multi-way,1473_1611580148235
8711715882455,129649STK,one-way,1474_1611580148235
"tandpasta voor gevoelige tanden",sensodyne,one-way,1475_1611580148235
8718452087044,8718452217656,one-way,1476_1611580148235
gevoeligheid,sensodyne,one-way,1477_1611580148235
,"ijsthee;ice tea;icetea;ijstea",multi-way,1478_1611580148235
,"parmezaanse;parmazaanse;parmezaan;parmazaan;parmesan;parmezaanse kaas",multi-way,1479_1611580148235
,"tuinkruidenbouillon;tuinkruiden bouillon;kruidenbouillon;bouillon met tuinkruiden;bouillon tuinkruiden",multi-way,147_1611580148234
"doos heineken",heineken,one-way,1480_1611580148235
8718452173143,8718449036499,one-way,1481_1611580148235
"snelle verlichting van gevoeligheid","rapid relief",one-way,1482_1611580148235
,"energiedrinks;energiedranken;energydrinks;energy drink;energiedrank",multi-way,1483_1611580148235
8718449041431,8718452203758,one-way,1484_1611580148235
,"freshmint;fresh mint",multi-way,1485_1611580148235
,goudappeltje;goudappel,multi-way,1486_1611580148235
8718449090620,8718452217663,one-way,1487_1611580148235
"gentle whitening","Sensodyne Repair & Protect Whitening",one-way,1488_1611580148235
,pompelmoentje;pompelmoen,multi-way,1489_1611580148235
87232127,87232196,one-way,148_1611580148234
,"cervelaat;cervelaatworst;droogworst",multi-way,1490_1611580148235
kruidenmix,"mals en kruidig",one-way,1491_1611580148235
8718452173020,8711715891150,one-way,1492_1611580148235
"gevoelige tanden","Sensodyne Deep Clean Extra Soft;Sensodyne Gentle Care Soft",one-way,1493_1611580148235
0085000009840,85000009840,one-way,1494_1611580148235
tandglazuur,proglasur,one-way,1495_1611580148235
,"cordon blue;cordonblue;cordonbleu;cordon bleu;gordon blue;gordon bleu;gordonblue;gordonbleu",multi-way,1496_1611580148235
8711900023342,8712800145264,one-way,1497_1611580148235
tanderosie,proglasur,one-way,1498_1611580148235
,"pompoen stukjes;pompoen blokjes;pompoenstukjes;pompoenblokjes",multi-way,1499_1611580148235
jumask,"allerslimste koop",one-way,149_1611580148234
,"vers stokbrood;verse stokbrood;stokbrood vers;stokbrood zelf thuis afbakken;stokbrood van broodafdeling;jumbo rustiek stokbrood",multi-way,14_1611580148234
8718449093546,8718452240180,one-way,1500_1611580148235
dagelijks,"daily protection",one-way,1501_1611580148235
,"kruimige aardappel;kruimige aardappelen;aardappel kruimig;aardappels kruimig;aardappelen kruimig",multi-way,1502_1611580148235
,"sundried;zongedroogd;zongedroogde",multi-way,1503_1611580148235
"biologische kip","jumbo biologisch kippenvlees",one-way,1504_1611580148235
rotivellen,"spring home roti;sandhia's roti",one-way,1505_1611580148235
,"kokosroom;santen;cocoscreme;kokosmelk",multi-way,1506_1611580148235
"gourmet groente","125640STK;176820STK;176821STK;178284BAK;178283BAK;142223STK;125643STK",one-way,1507_1611580148235
paardenbiefstuk,"paardenvlees biefstuk",one-way,1508_1611580148235
"chocolade pepernoten","chocolade kruidnoten;chocolade mix kruidnoten;bakkerskruidnoten chocolade",one-way,1509_1611580148235
"vegetarische maaltijd","dagje geen vlees",one-way,150_1611580148234
"ijs kokos","perfect world",one-way,1510_1611580148235
chocoladepepernoten,"chocolade kruidnoten",one-way,1511_1611580148235
"bloemkool saus","groentesaus;groentensaus;dressing voor op je bloemkool;groente finish bloemkool",one-way,1512_1611580148235
,"saus voor asperges;groente finish asperges;aspergesaus;asperge saus",multi-way,1513_1611580148235
,"mineola;mineola s;mineola's",multi-way,1514_1611580148235
,"onthardingszout;vaatwas zout",multi-way,1515_1611580148235
arachideolie,"arachide olie",one-way,1516_1611580148235
0680357332063,680357332063,one-way,1517_1611580148235
whitening,"strong & white;white & shine",one-way,1518_1611580148235
filodeeg,"Easy Bakery Filo Bladerdeeg",one-way,1519_1611580148235
,"witte kaasblokjes;witte kaas blokjes;witte kaas",multi-way,151_1611580148234
8711715830432,8711715807243,one-way,1520_1611580148235
"gezond tandvlees",parodontax,one-way,1521_1611580148235
"gedroogde gist",gist,one-way,1522_1611580148235
8718452070541,8718452249640,one-way,1523_1611580148235
87167351,8716700016549,one-way,1524_1611580148235
tandvlees,Parodontax,one-way,1525_1611580148235
8718452154050,8711715849489,one-way,1526_1611580148235
"tandplak verwijdering",parodontax,one-way,1527_1611580148235
8718452210961,8718449097667,one-way,1528_1611580148235
"frisse adem","tandpasta extra fresh;Freshmint;fresh mint",one-way,1529_1611580148235
,"mosselgroente;mosselengroente;mosselen groente;mosselengroenten;mosselen groenten;mossel groenten",multi-way,152_1611580148234
"verse perensap",perensap,one-way,1530_1611580148235
gamba,"gamba's",one-way,1531_1611580148235
"radler ijs","bavaria radler ice",one-way,1532_1611580148235
glanseffect,"white & shine",one-way,1533_1611580148235
"sourcy kids","sourcy water met aardbeismaak;sourcy water met sinaasappelsmaak",one-way,1534_1611580148235
